EncounterCode,RecoverDate,RecoverYear,RecoverMonth,RecoverSeason,RecoverVessel,RecoverProjectName,RecoverMethod,SpeciesCode,CommonName,TagCode,RecoverLength,SexDescription,RecoverTagTypeCode,RecoverMortality,RecoverLatitude,RecoverLongitude,RecoverPunchCardArea,ReleaseDate,ReleaseYear,ReleaseMonth,ReleaseSeason,ReleaseVessel,ReleaseProjectName,ReleaseMethod,ReleaseLengthCM,ReleaseTagTypeCode,ReleaseLatitude,ReleaseLongitude,ReleasePunchCardArea,DaysAtLiberty,GrowthCM,MovementMiles
DOCK5509,7/12/2013,2013,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826729,42,Male,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.12935,-124.2869033,PCA 2,501,2,
DOCK5510,8/2/2013,2013,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826735,40,Female,1CWT1PIT,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,36,1CWT1PIT,47.1514,-124.2637329,PCA 2,516,4,
DOCK3645,6/23/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826736,38,Male,,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.1514,-124.2637329,PCA 2,111,1,
DOCK5852,8/3/2014,2014,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826744,34,Unable to determine,1CWT1PIT,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,25,1CWT1PIT,47.1514,-124.2637329,PCA 2,882,9,
DOCK5853,8/9/2014,2014,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826760,46,Female,1CWT1PIT,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.1514,-124.2637329,PCA 2,888,6,
DOCK3646,6/2/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826776,40,Male,,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,39,1CWT1PIT,47.13793,-124.2749633,PCA 2,90,1,
DOCK3647,7/14/2012,2012,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826781,41,Female,,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,41,1CWT1PIT,47.1514,-124.2637329,PCA 2,132,0,
DOCK3648,7/7/2012,2012,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826823,36,Male,,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,36,1CWT1PIT,47.1514,-124.2637329,PCA 2,125,0,
DOCK3649,6/22/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826826,40,Female,,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.1514,-124.2637329,PCA 2,110,0,
DOCK5511,8/17/2013,2013,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826837,43,Female,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.07495,-124.3811645,PCA 2,537,3,
DOCK3650,8/17/2012,2012,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826838,37,Male,,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,36,1CWT1PIT,47.12935,-124.2869033,PCA 2,172,1,
DOCK5512,6/9/2013,2013,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826842,42,Female,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.12935,-124.2869033,PCA 2,468,4,
DOCK5854,8/8/2014,2014,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826845,47,Female,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,42,1CWT1PIT,47.12935,-124.2869033,PCA 2,893,5,
DOCK5855,7/14/2014,2014,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826866,44,Male,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.07495,-124.3811645,PCA 2,868,4,
DOCK5513,9/14/2013,2013,9,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826869,38,Male,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.12935,-124.2869033,PCA 2,565,1,
DOCK5856,7/28/2014,2014,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826871,39,Male,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,34,1CWT1PIT,47.12935,-124.2869033,PCA 2,882,5,
DOCK5479,7/14/2013,2013,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826874,41,Female,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.12935,-124.2869033,PCA 2,503,4,
DOCK5514,7/26/2013,2013,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826886,43,Female,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,39,1CWT1PIT,47.12935,-124.2869033,PCA 2,515,4,
DOCK3651,6/23/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826894,36,Female,,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,35,1CWT1PIT,47.12935,-124.2869033,PCA 2,117,1,
DOCK5515,7/11/2013,2013,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826898,33,Female,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,28,1CWT1PIT,47.07495,-124.3811645,PCA 2,500,5,
DOCK3652,5/26/2012,2012,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826922,40,Male,,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,39,1CWT1PIT,47.12935,-124.2869033,PCA 2,89,1,
DOCK5516,8/17/2013,2013,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826929,37,Female,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,34,1CWT1PIT,47.12935,-124.2869033,PCA 2,537,3,
DOCK5517,9/14/2013,2013,9,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826940,33,Female,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,26,1CWT1PIT,47.12935,-124.2869033,PCA 2,565,7,
DOCK5857,6/16/2014,2014,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826941,37,Female,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,27,1CWT1PIT,47.12935,-124.2869033,PCA 2,840,10,
DOCK3653,6/3/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826943,36,Female,,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,35,1CWT1PIT,47.12935,-124.2869033,PCA 2,97,1,
DOCK5518,8/22/2013,2013,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826947,37,Male,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,33,1CWT1PIT,47.12935,-124.2869033,PCA 2,542,4,
DOCK3654,6/2/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826948,38,Female,,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.12935,-124.2869033,PCA 2,96,0,
DOCK5519,5/18/2013,2013,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826950,39,Male,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.12935,-124.2869033,PCA 2,446,2,
DOCK3655,5/27/2012,2012,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826951,42,Male,,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,42,1CWT1PIT,47.12935,-124.2869033,PCA 2,90,0,
DOCK3656,6/2/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826958,36,Female,,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,36,1CWT1PIT,47.12935,-124.2869033,PCA 2,96,0,
DOCK5520,6/9/2013,2013,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826961,35,Female,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,31,1CWT1PIT,47.12935,-124.2869033,PCA 2,468,4,
DOCK3657,6/9/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826968,40,Male,,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.12935,-124.2869033,PCA 2,103,0,
DOCK5521,6/1/2013,2013,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826976,37,Male,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,33,1CWT1PIT,47.12935,-124.2869033,PCA 2,460,4,
DOCK3658,6/3/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826980,39,Male,,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.12935,-124.2869033,PCA 2,97,-1,
DOCK5522,5/26/2013,2013,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826985,34,Female,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,30,1CWT1PIT,47.12935,-124.2869033,PCA 2,454,4,
DOCK3659,6/3/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187826986,43,Male,,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,42,1CWT1PIT,47.12935,-124.2869033,PCA 2,97,1,
DOCK5523,5/4/2013,2013,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827001,,Male,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,27,1CWT1PIT,47.12935,-124.2869033,PCA 2,432,,
DOCK3660,6/3/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827003,39,Male,,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,39,1CWT1PIT,47.12935,-124.2869033,PCA 2,97,0,
DOCK5524,5/26/2013,2013,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827005,38,Male,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.12935,-124.2869033,PCA 2,454,1,
DOCK3661,5/26/2012,2012,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827007,39,Male,,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.12935,-124.2869033,PCA 2,89,1,
DOCK5525,5/31/2013,2013,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827008,39,Male,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,35,1CWT1PIT,47.12935,-124.2869033,PCA 2,459,4,
DOCK5526,5/26/2013,2013,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827011,42,Male,1CWT1PIT,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.12935,-124.2869033,PCA 2,454,4,
DOCK3662,6/3/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827028,39,Female,,Y,,,,2/27/2012,2012,2,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.12935,-124.2869033,PCA 2,97,1,
DOCK5527,7/11/2013,2013,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827100,44,Male,1CWT1PIT,Y,,,,3/3/2012,2012,3,Spring,Hula Girl,,At Sea,42,1CWT1PIT,47.15273,-124.3928833,PCA 2,495,2,
DOCK5528,7/12/2013,2013,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827105,44,Male,1CWT1PIT,Y,,,,3/3/2012,2012,3,Spring,Hula Girl,,At Sea,24,1CWT1PIT,47.13486,-124.3899154,PCA 2,496,20,
DOCK3663,5/5/2012,2012,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827144,40,Male,,Y,,,,3/3/2012,2012,3,Spring,Hula Girl,,At Sea,41,1CWT1PIT,47.15273,-124.3928833,PCA 2,63,-1,
DOCK3664,8/17/2012,2012,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827170,47,Male,,Y,,,,3/3/2012,2012,3,Spring,Hula Girl,,At Sea,43,1CWT1PIT,47.18587,-124.3747863,PCA 2,167,4,
DOCK3665,8/18/2012,2012,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827171,37,Female,,Y,,,,3/3/2012,2012,3,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.18587,-124.3747863,PCA 2,168,0,
DOCK5529,6/22/2013,2013,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827175,40,Male,1CWT1PIT,Y,,,,3/3/2012,2012,3,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.18587,-124.3747863,PCA 2,476,2,
DOCK3666,6/15/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827201,39,Male,,Y,,,,3/3/2012,2012,3,Spring,Hula Girl,,At Sea,39,1CWT1PIT,47.18587,-124.3747863,PCA 2,104,0,
DOCK5530,6/8/2013,2013,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827216,46,Female,1CWT1PIT,Y,,,,3/3/2012,2012,3,Spring,Hula Girl,,At Sea,43,1CWT1PIT,47.18587,-124.3747863,PCA 2,462,3,
DOCK5858,4/12/2014,2014,4,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827228,43,Female,1CWT1PIT,Y,,,,3/3/2012,2012,3,Spring,Hula Girl,,At Sea,39,1CWT1PIT,47.15273,-124.3928833,PCA 2,770,4,
ATSEA70450,3/7/2012,2012,3,Spring,Hula Girl,,At Sea,BLCK,BLACK ROCKFISH,982.000187827244,43,,1CWT1PIT,N,47.19423,-124.3682861,PCA 2,3/3/2012,2012,3,Spring,Hula Girl,,At Sea,43,1CWT1PIT,47.19304,-124.3675537,PCA 2,4,0,0.099487297
DOCK5531,7/20/2013,2013,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827253,42,Male,1CWT1PIT,Y,,,,3/3/2012,2012,3,Spring,Hula Girl,,At Sea,42,1CWT1PIT,47.18587,-124.3747863,PCA 2,504,0,
DOCK5532,6/22/2013,2013,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827260,38,Male,1CWT1PIT,Y,,,,3/3/2012,2012,3,Spring,Hula Girl,,At Sea,35,1CWT1PIT,47.19304,-124.3675537,PCA 2,476,3,
DOCK3667,5/26/2012,2012,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827272,44,Male,,Y,,,,3/3/2012,2012,3,Spring,Hula Girl,,At Sea,44,1CWT1PIT,47.19304,-124.3675537,PCA 2,84,0,
DOCK3668,6/2/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827278,38,Female,,Y,,,,3/3/2012,2012,3,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.19304,-124.3675537,PCA 2,91,0,
DOCK5533,6/22/2013,2013,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827280,40,Male,1CWT1PIT,Y,,,,3/3/2012,2012,3,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.18587,-124.3747863,PCA 2,476,2,
DOCK3669,3/18/2012,2012,3,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827282,40,Male,,Y,,,,3/3/2012,2012,3,Spring,Hula Girl,,At Sea,41,1CWT1PIT,47.19304,-124.3675537,PCA 2,15,-1,
DOCK5859,8/3/2014,2014,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827287,41,Female,1CWT1PIT,Y,,,,3/3/2012,2012,3,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.19304,-124.3675537,PCA 2,883,4,
DOCK3670,6/23/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827336,37,Male,,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.1514,-124.2637329,PCA 2,111,0,
DOCK3671,7/7/2012,2012,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827345,39,Male,,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.20844,-124.4111633,PCA 2,125,-1,
DOCK5534,6/17/2013,2013,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827371,39,Female,1CWT1PIT,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.20844,-124.4111633,PCA 2,470,1,
DOCK3672,8/25/2012,2012,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827382,33,Male,,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,34,1CWT1PIT,47.1514,-124.2637329,PCA 2,174,-1,
DOCK5860,8/17/2014,2014,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827391,47,Female,1CWT1PIT,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,46,1CWT1PIT,47.20844,-124.4111633,PCA 2,896,1,
DOCK5535,5/17/2013,2013,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827403,41,Female,1CWT1PIT,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.1514,-124.2637329,PCA 2,439,3,
DOCK5536,5/26/2013,2013,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827428,42,Female,1CWT1PIT,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.1514,-124.2637329,PCA 2,448,2,
DOCK5537,5/19/2013,2013,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827435,41,Male,1CWT1PIT,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.19932,-124.3901367,PCA 2,441,1,
DOCK3673,5/25/2012,2012,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827452,41,Male,,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.19932,-124.3901367,PCA 2,82,1,
DOCK5538,5/26/2013,2013,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827456,37,Male,1CWT1PIT,Y,,,,3/3/2012,2012,3,Spring,Hula Girl,,At Sea,31,1CWT1PIT,47.19304,-124.3675537,PCA 2,449,6,
DOCK3674,8/25/2012,2012,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827483,43,Female,,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,42,1CWT1PIT,47.1514,-124.2637329,PCA 2,174,1,
DOCK3675,6/2/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827501,41,Male,,Y,,,,3/3/2012,2012,3,Spring,Hula Girl,,At Sea,41,1CWT1PIT,47.19304,-124.3675537,PCA 2,91,0,
DOCK5539,5/19/2013,2013,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827511,42,Female,1CWT1PIT,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,39,1CWT1PIT,47.19932,-124.3901367,PCA 2,441,3,
DOCK5540,6/15/2013,2013,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827525,45,Female,1CWT1PIT,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.19932,-124.3901367,PCA 2,468,5,
DOCK5541,7/25/2013,2013,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827584,40,Female,1CWT1PIT,Y,,,,3/8/2012,2012,3,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.18393,-124.310234,PCA 2,504,3,
DOCK5542,7/12/2013,2013,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827639,46,Female,1CWT1PIT,Y,,,,3/8/2012,2012,3,Spring,Hula Girl,,At Sea,44,1CWT1PIT,47.18233,-124.3287811,PCA 2,491,2,
DOCK5861,8/4/2014,2014,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827671,42,Female,1CWT1PIT,Y,,,,3/8/2012,2012,3,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.18373,-124.316101,PCA 2,879,4,
DOCK5543,6/13/2013,2013,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827682,44,Female,1CWT1PIT,Y,,,,3/8/2012,2012,3,Spring,Hula Girl,,At Sea,39,1CWT1PIT,47.18373,-124.316101,PCA 2,462,5,
DOCK5544,5/7/2013,2013,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827774,44,Female,1CWT1PIT,Y,,,,3/8/2012,2012,3,Spring,Hula Girl,,At Sea,43,1CWT1PIT,47.18378,-124.3029174,PCA 2,425,1,
DOCK5545,6/9/2013,2013,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827782,41,Female,1CWT1PIT,Y,,,,3/8/2012,2012,3,Spring,Hula Girl,,At Sea,41,1CWT1PIT,47.18233,-124.3287811,PCA 2,458,0,
DOCK3676,5/17/2012,2012,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827785,39,Female,,Y,,,,3/8/2012,2012,3,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.18233,-124.3287811,PCA 2,70,-1,
DOCK3677,6/3/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827789,35,Male,,Y,,,,3/8/2012,2012,3,Spring,Hula Girl,,At Sea,35,1CWT1PIT,47.18378,-124.3029174,PCA 2,87,0,
DOCK5546,5/24/2013,2013,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827810,35,Unable to determine,1CWT1PIT,Y,,,,3/8/2012,2012,3,Spring,Hula Girl,,At Sea,31,1CWT1PIT,47.18378,-124.3029174,PCA 2,442,4,
DOCK5547,6/14/2013,2013,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827831,42,Male,1CWT1PIT,Y,,,,3/7/2012,2012,3,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.18147,-124.3913803,PCA 2,464,2,
DOCK5862,7/25/2014,2014,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827833,40,Female,1CWT1PIT,Y,,,,3/7/2012,2012,3,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.18147,-124.3913803,PCA 2,870,3,
DOCK5548,5/26/2013,2013,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827898,42,Male,1CWT1PIT,Y,,,,3/7/2012,2012,3,Spring,Hula Girl,,At Sea,42,1CWT1PIT,47.19423,-124.3682861,PCA 2,445,0,
DOCK3678,6/16/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827907,38,Male,,Y,,,,3/7/2012,2012,3,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.19423,-124.3682861,PCA 2,101,-2,
DOCK3679,5/19/2012,2012,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187827994,41,Male,,Y,,,,3/22/2012,2012,3,Spring,Hula Girl,,At Sea,41,1CWT1PIT,47.27794,-124.3803176,PCA 2,58,0,
DOCK3680,6/16/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828003,42,Female,,Y,,,,3/8/2012,2012,3,Spring,Hula Girl,,At Sea,42,1CWT1PIT,47.18378,-124.3029174,PCA 2,100,0,
DOCK3681,5/19/2012,2012,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828007,41,Male,,Y,,,,3/19/2012,2012,3,Spring,Hula Girl,,At Sea,42,1CWT1PIT,47.265,-124.3971176,PCA 2,61,-1,
DOCK3682,6/23/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828010,38,Female,,Y,,,,3/8/2012,2012,3,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.18378,-124.3029174,PCA 2,107,1,
DOCK3683,6/24/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828016,43,Female,,Y,,,,3/19/2012,2012,3,Spring,Hula Girl,,At Sea,44,1CWT1PIT,47.265,-124.3971176,PCA 2,97,-1,
DOCK5863,6/28/2014,2014,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828022,38,Female,1CWT1PIT,Y,,,,3/8/2012,2012,3,Spring,Hula Girl,,At Sea,29,1CWT1PIT,47.18207,-124.2921524,PCA 2,842,9,
DOCK5549,8/3/2013,2013,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828023,39,Male,1CWT1PIT,Y,,,,3/8/2012,2012,3,Spring,Hula Girl,,At Sea,36,1CWT1PIT,47.18207,-124.2921524,PCA 2,513,3,
DOCK3684,6/2/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828037,43,Female,,Y,,,,3/22/2012,2012,3,Spring,Hula Girl,,At Sea,43,1CWT1PIT,47.29132,-124.4155197,PCA 2,72,0,
DOCK5550,8/3/2013,2013,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828159,42,Female,1CWT1PIT,Y,,,,3/22/2012,2012,3,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.27794,-124.3803176,PCA 2,499,2,
DOCK5864,8/29/2014,2014,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828178,43,Female,1CWT1PIT,Y,,,,3/22/2012,2012,3,Spring,Hula Girl,,At Sea,42,1CWT1PIT,47.27794,-124.3803176,PCA 2,890,1,
DOCK5551,8/22/2013,2013,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828213,39,Male,1CWT1PIT,Y,,,,3/22/2012,2012,3,Spring,Hula Girl,,At Sea,36,1CWT1PIT,47.27794,-124.3803176,PCA 2,518,3,
DOCK5552,6/8/2013,2013,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828292,40,Female,1CWT1PIT,Y,,,,3/22/2012,2012,3,Spring,Hula Girl,,At Sea,36,1CWT1PIT,47.29132,-124.4155197,PCA 2,443,4,
